phase,duration_s,n_samples,mean_residual_pupil_mm,mean_gaze_entropy_bits,tutorial_dwell_s,support_dwell_s,n_rescue_saccades,confusion_time_s
Default,508.7823,11205,0.5396,3.9836,0.6788,308.2801,0,205.0879
