window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
137.6802,139.6802,SecarSemente,42,0.8405,3.5380,4.1800,7.9286,1.0457,0.0000,0.9225,1.0000,0
139.6802,141.6802,SecarSemente,43,0.9371,3.6564,4.1800,5.3488,1.9684,0.0000,0.0000,1.0000,0
141.6802,143.6802,SecarSemente,41,0.9989,3.7164,4.0460,2.0244,1.9290,0.0000,0.0000,0.2195,0
143.6802,145.6802,SecarSemente,43,0.3301,3.0486,3.7876,2.1628,1.9573,0.0000,0.0000,0.0000,0
145.6802,147.6802,SecarSemente,44,-0.3324,2.3861,3.7876,2.6136,1.9821,0.0000,0.0000,0.0000,0
147.6802,149.6802,SecarSemente,44,-0.3101,2.4079,3.8282,2.8636,1.9372,0.0000,0.0000,0.2500,0
149.6802,151.6802,SecarSemente,47,0.0798,2.7960,3.8590,2.5000,1.9504,0.0000,0.0000,0.0000,0
151.6802,153.6802,SecarSemente,42,-0.0456,2.6645,3.8590,2.5000,1.5024,0.0000,0.4781,0.0952,0
153.6802,155.6802,SecarSemente,42,-0.1405,2.5784,3.8327,1.9524,1.9486,0.0000,0.0000,0.0952,0
155.6802,157.6802,SecarSemente,42,-0.1309,2.5876,3.8283,1.4762,1.9396,0.0000,0.0000,0.0000,0
157.6802,159.6802,SecarSemente,41,-0.1982,2.5203,3.8283,0.2073,1.9505,0.0000,0.0000,0.0000,0
159.6802,161.6802,SecarSemente,41,-0.2036,2.5149,4.0177,0.0000,1.9506,0.0000,0.0000,0.0000,0
161.6802,163.6802,SecarSemente,41,0.3416,3.0602,4.0225,0.6463,1.9494,0.0000,0.0000,0.0000,0
163.6802,165.6802,DescascarSemente,41,0.5753,3.2939,4.0439,1.0000,1.9170,0.0000,0.0000,0.0000,0
165.6802,167.6802,DescascarSemente,43,0.7441,3.4625,4.4616,1.9884,1.9941,0.0000,0.0000,0.0000,0
167.6802,169.6802,DescascarSemente,42,0.7727,3.4912,4.4616,2.0000,1.9593,0.0000,0.0000,0.0000,0
169.6802,171.6802,DescascarSemente,42,1.4755,4.1855,4.4556,2.7024,1.5916,0.0000,0.3259,0.9762,0
171.6802,173.6802,DescascarSemente,43,0.9659,3.6412,4.4339,3.9070,0.0000,0.0000,1.9696,1.0000,0
173.6802,175.6802,DescascarSemente,47,0.8747,3.5591,4.4339,3.5532,0.4866,0.0000,1.4733,1.0000,0
175.6802,177.6802,DescascarSemente,47,0.8653,3.5537,3.8607,3.0000,0.6295,0.0000,1.3376,0.6809,0
177.6802,179.6802,DescascarSemente,46,0.6452,3.3245,3.3978,2.5000,0.2100,0.0000,1.7268,0.2609,0
179.6802,181.6802,DescascarSemente,47,0.6956,3.3703,3.3978,2.0851,0.0000,0.0000,1.9391,0.0000,0
181.6802,183.6802,DescascarSemente,47,0.8359,3.5108,3.8551,0.8617,0.0000,0.0000,1.9719,0.0000,0
183.6802,185.6802,DescascarSemente,47,0.4433,3.1182,3.8651,0.0000,0.0000,0.0000,1.9483,0.0000,0
185.6802,187.6802,DescascarSemente,47,0.3856,3.0605,3.5360,0.0000,0.0000,0.0000,1.9697,0.0000,0
187.6802,189.6802,DescascarSemente,46,0.2818,2.9567,3.0918,0.8152,0.0000,0.0000,1.9361,0.0000,0
189.6802,191.6802,DescascarSemente,47,0.3601,3.0345,3.0918,2.4894,0.0000,0.0000,1.9689,0.0000,0
191.6802,193.6802,DescascarSemente,45,0.4488,3.1388,4.2901,2.5000,0.7467,0.0000,1.2115,0.8444,0
193.6802,195.6802,DescascarSemente,44,0.4231,3.1272,4.5108,2.7386,1.2708,0.0000,0.6893,1.0000,0
195.6802,197.6802,DescascarSemente,44,0.4172,3.1359,4.4406,3.0000,1.9508,0.0000,0.0000,1.0000,0
197.6802,199.6802,DescascarSemente,44,0.5607,3.2791,3.9955,2.6818,1.9376,0.0000,0.0000,0.1818,0
199.6802,201.6802,DescascarSemente,40,0.8069,3.4933,3.9955,0.9250,0.3809,0.0000,1.6039,0.0250,0
201.6802,203.6802,DescascarSemente,43,0.4018,3.0762,3.8821,0.5000,0.0000,0.0000,1.9505,0.0000,0
203.6802,205.6802,DescascarSemente,44,0.8138,3.4887,3.6202,0.5000,0.0000,0.0000,1.9615,0.0000,0
205.6802,207.6802,DescascarSemente,42,0.7877,3.4626,3.6202,0.0476,0.0000,0.0000,1.9394,0.0000,0
207.6802,209.6802,DescascarSemente,45,0.7858,3.4607,3.2448,0.0000,0.0000,0.0000,1.9699,0.0000,0
209.6802,211.6802,DescascarSemente,46,0.5595,3.2344,2.9164,0.7500,0.0000,0.0000,1.9699,0.0000,0
211.6802,213.6802,DescascarSemente,46,-0.0378,2.6370,2.9164,2.4348,0.0000,0.0000,1.9472,0.0000,0
213.6802,215.6802,DescascarSemente,46,0.2086,2.8893,4.4969,3.0217,0.1776,0.0000,1.7593,0.9130,0
215.6802,217.6802,DescascarSemente,44,0.5957,3.2970,4.6474,4.3523,1.2606,0.0000,0.6907,1.0000,0
217.6802,219.6802,DescascarSemente,43,0.8518,3.5329,4.6793,5.3372,0.2364,0.0000,1.7030,1.0000,0
219.6802,221.6802,DescascarSemente,44,1.0056,3.6884,4.7997,6.2159,0.4881,0.0000,1.4481,1.0000,0
221.6802,223.6802,DescascarSemente,44,1.0565,3.7381,4.7997,6.0000,0.0931,0.0000,1.8696,1.0000,0
223.6802,225.6802,DescascarSemente,44,0.9751,3.6842,4.4800,6.0114,1.6537,0.0000,0.3251,1.0000,0
225.6802,227.6802,DescascarSemente,45,0.7194,3.4322,4.1300,7.3778,1.8827,0.0000,0.0459,1.0000,0
227.6802,229.6802,DescascarSemente,45,0.7506,3.4577,4.1300,6.8333,1.4699,0.0000,0.4980,1.0000,0
