start_s,end_s,duration_s,dispersion_deg,target,category,activity,saccade_amplitude_deg,mean_dir_x,mean_dir_y,mean_dir_z,k_coefficient
5.604650974273682,5.803718090057373,0.1990671157836914,1.401194502286178,Checker,task,CortarCacau,4.427519184427187,0.34418802696820916,-0.24981377142782818,0.9049174742811685,0.17616033993001473
5.996494770050049,6.181711196899414,0.18521642684936523,1.446628985881708,Checker,task,CortarCacau,6.0417218641976485,0.27263048293711795,-0.23883349847971141,0.931858375845768,0.0012489928515360682
6.379475116729736,6.492793083190918,0.11331796646118164,1.1968285819398157,Checker,task,CortarCacau,25.353125789940183,0.17119989360245377,-0.22806016438787755,0.9583516434529615,-1.5071962163943473
6.686030864715576,6.806615829467773,0.12058496475219727,1.299708448398658,Wood,task,CortarCacau,67.97335023948298,-0.25983964350155353,-0.14581900405653814,0.9544113829316306,-3.803013662540401
7.4886698722839355,7.598111152648926,0.10944128036499023,1.2968914572973556,Checker,task,CortarCacau,5.240133438089551,0.7473604944782878,-0.3916405078240244,0.5364693845038614,-0.4265578430745863
7.774385929107666,8.264204025268555,0.48981809616088867,0.74942471006666,Wood,task,CortarCacau,4.813445460541152,0.786437301881046,-0.41519492483971393,0.4572511955990318,1.9654111396761156
8.321736335754395,8.813167572021484,0.49143123626708984,0.954222252772664,Wood,task,CortarCacau,5.299881185932117,0.8347169597893892,-0.3805710685016094,0.3978932868614037,1.948736631265752
8.86799144744873,9.114313125610352,0.2463216781616211,1.1573204914312663,Wall,support,CortarCacau,37.308658732175076,0.8643980646763838,-0.2935911274575409,0.40803142020540073,-1.3357084857526897
9.590312004089355,9.735194206237793,0.1448822021484375,1.3489069398489713,Wall,support,CortarCacau,2.920702943577668,0.5091346015869127,-0.013782283426914958,0.8604088220442282,-0.0784712127213042
9.779241561889648,9.92590618133545,0.14666461944580078,0.9266792160092832,Wall,support,CortarCacau,9.420874774941822,0.4886764020789541,-0.0593890428977865,0.8703533665463811,-0.4244175382645709
10.025540351867676,10.282340049743652,0.25679969787597656,1.2460088829552516,Wall,support,CortarCacau,6.523289223503781,0.34119354275113906,-0.09059318790181164,0.9355077339285397,0.4205321415038649
10.42492961883545,10.525130271911621,0.10020065307617188,1.410680647855399,Wall,support,CortarCacau,2.1493153592515593,0.4165973634019789,-0.16490626683179532,0.8938312861082073,-0.3143232213091487
10.570409774780273,10.727580070495605,0.15717029571533203,1.4912913320763603,Checker,task,CortarCacau,5.882074335225175,0.4105184961139305,-0.20160965231243477,0.8890905953464658,-0.16461954099175613
10.872870445251465,10.972900390625,0.10002994537353516,1.270289184682511,Wall,support,CortarCacau,1.902873701575662,0.35398202025759723,-0.12471926605371862,0.9267520277705302,-0.30184949887761137
11.015270233154297,11.172860145568848,0.15758991241455078,0.8054392280785143,Wall,support,CortarCacau,6.442460116703997,0.36251609023061043,-0.09263254119082513,0.9273027995537304,-0.19278785513170998
11.271650314331055,11.372529983520508,0.10087966918945312,0.9981740508950653,Wall,support,CortarCacau,3.628389788137481,0.4305852644405352,-0.1718886339139317,0.8859146228655583,-0.39133855208417234
11.416339874267578,11.617770195007324,0.2014303207397461,1.1527687642208695,Wall,support,CortarCacau,5.181707409774637,0.4446986586570579,-0.23014430237085243,0.8655325235385887,0.1494490781972218
11.717880249023438,11.818400382995605,0.10052013397216797,1.452713388986432,Wall,support,CortarCacau,2.8086474254473983,0.422487080610797,-0.3162363519257724,0.8492126472499955,-0.3485500384776892
11.872790336608887,12.173430442810059,0.3006401062011719,1.4971203673351092,Wall,support,CortarCacau,0.9972036949369455,0.4149691906055088,-0.36233716271655164,0.834383457074441,0.9970576705972556
12.218259811401367,12.375269889831543,0.15701007843017578,0.2450506249116867,Wall,support,CortarCacau,34.77609420960541,0.41830001231817493,-0.3773391577758801,0.8262147055029152,-1.752724127142904
12.676639556884766,12.876910209655762,0.2002706527709961,1.37056796416394,Checker,task,CortarCacau,0.787060977289433,0.31582105641669306,-0.8332470269402071,0.45360903640378325,0.3836196601965511
12.922679901123047,13.123490333557129,0.20081043243408203,1.2983002749690038,Checker,task,CortarCacau,3.9779116147451123,0.31356157033946036,-0.8273781455428658,0.46582040182292916,0.2117119268614558
13.166600227355957,13.41431999206543,0.24771976470947266,1.3514778484074847,Checker,task,CortarCacau,41.74537047579245,0.36205069387190747,-0.8337491397962268,0.4165705213437147,-1.5707050691731599
13.90114974975586,14.03676986694336,0.1356201171875,1.3885967784410316,Wall,support,CortarCacau,60.9160931643331,0.29132377355200295,-0.31731479569096166,0.9022978094391617,-3.3217477466470426
14.82703971862793,14.962510108947754,0.13547039031982422,1.0765148296308957,Checker,task,CortarCacau,7.159428015027205,-0.5926569004670179,-0.6224093471750037,0.5110595308609784,-0.36990378434918414
15.059820175170898,15.30840015411377,0.2485799789428711,1.4481725409774904,Wood,task,CortarCacau,14.106468787417711,-0.662604279440502,-0.6280822420371955,0.4077834791089463,-0.047183576026978986
15.395359992980957,15.583490371704102,0.18813037872314453,1.30856157646113,Checker,task,CortarCacau,98.7791398370556,-0.5195600528438172,-0.6024608401839568,0.6057269126430617,-5.074539358654901
