session_duration_s,n_samples,sampling_rate_hz,n_activities,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,task_dwell_s,item_dwell_s,machine_dwell_s,tutorial_dwell_s,support_dwell_s,tutorial_dwell_pct,n_tutorial_fixations,mean_tutorial_fixation_s,max_tutorial_fixation_s,tutorial_before_task_s,tutorial_after_task_s,n_consult_before,n_consult_after,n_rescue_saccades,gaze_transition_entropy_bits,transition_entropy_bits,mean_k_coefficient,confusion_time_s,confusion_pct,n_confusion_episodes,blink_count,plr_model,plr_baseline_mm,plr_k,plr_rmse_mm,plr_r2,plr_calibrated
262.4040,5739,120.0000,1,-0.0792,2.7813,4.2664,166.7804,0.0000,0.0000,0.0000,95.6236,0.0000,0,0.0000,0.0000,0.0000,0.0000,0,0,0,1.5764,0.9678,0.5394,155.4738,59.2498,10,16,log,2.8052,0.1500,0.4844,-0.0454,False
