phase,duration_s,n_samples,mean_residual_pupil_mm,mean_gaze_entropy_bits,tutorial_dwell_s,support_dwell_s,n_rescue_saccades,confusion_time_s
Default,196.6592,4117,0.0473,3.8161,1.7471,124.7838,0,60.0936
