start_s,end_s,duration_s,activity,mean_gaze_entropy_bits,n_targets_scanned,targets
25.78519058227539,33.31406021118164,7.52886962890625,CortarCacau,4.833992958068848,2,Wall|Writebook_5
41.489078521728516,45.566558837890625,4.077480316162109,CortarCacau,4.46852445602417,1,Wall
50.61030960083008,73.13276672363281,22.522457122802734,CortarCacau,4.491964340209961,4,Wall|Wood|Checker|Writebook_5
172.4123992919922,184.02279663085938,11.610397338867188,DescascarSemente,4.484665870666504,4,Wall|Wood|Toaster|Checker
189.54519653320312,194.59100341796875,5.045806884765625,DescascarSemente,4.335739612579346,3,Wall|Checker|Wood
