session_time_s,phase,activity,from_target,from_aoi,to_target,to_aoi,gaze_entropy_bits,pre_rescue_entropy_bits
97.08285,Default,SecarSemente,Grinder,Obstacle,Writebook_6,Default,3.1624725,2.71354079246521
