SessionTime,Phase,Activity,Target,TargetInstanceId,AOI,HitX,HitY,HitZ,HitNormalX,HitNormalY,HitNormalZ,Distance,OriginX,OriginY,OriginZ,DirX,DirY,DirZ,LeftOpenness,RightOpenness,IsBlink,LeftPupil,RightPupil,AvgPupil,LeftPupilValid,RightPupilValid,LeftGazeValid,RightGazeValid,IsTracking,TargetChanged,DwellTime,AvgPupil_raw,EffectiveLuminance,PredictedPupil,ResidualPupil,VOICategory,GazeEntropy,RescueSaccade,TargetSwitchRate,FixationId,KCoefficient,ConfusionScore,Confusion
71.16083,Default,CortarCacau,Writebook_6,17918,Default,-1.19243,1.39798,-2.033565,0.8165078,-0.4796622,0.3213089,1.274667,-0.3645909,1.625599,-0.837353,-0.4252579,-0.310278,-0.8502254,0.9999999,0.9999999,False,2.672758,2.670868,2.671813,True,True,True,True,True,True,0.0,2.671813,0.425,3.2340581,-0.56224513,tutorial,4.571297,True,9.5,-1,,0.6142594,True
