SessionTime,Phase,Activity,Target,TargetInstanceId,AOI,HitX,HitY,HitZ,HitNormalX,HitNormalY,HitNormalZ,Distance,OriginX,OriginY,OriginZ,DirX,DirY,DirZ,LeftOpenness,RightOpenness,IsBlink,LeftPupil,RightPupil,AvgPupil,LeftPupilValid,RightPupilValid,LeftGazeValid,RightGazeValid,IsTracking,TargetChanged,DwellTime,AvgPupil_raw,EffectiveLuminance,PredictedPupil,ResidualPupil,VOICategory,GazeEntropy,RescueSaccade,TargetSwitchRate,Confusion
97.08285,Default,SecarSemente,Writebook_6,17918,Default,-1.792689,1.568965,-1.607269,0.5790237,-2.682209e-07,0.8153108,1.947223,-0.3946126,1.261339,-0.2872601,-0.717985,0.1579818,-0.6778932,0.9999999,0.9999999,False,2.476139,2.646555,2.561347,True,True,True,True,True,True,0.0,2.561347,0.425,2.4476047,0.11374235,tutorial,3.1624725,True,8.5,False
