session_duration_s,n_samples,sampling_rate_hz,n_activities,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,task_dwell_s,item_dwell_s,machine_dwell_s,tutorial_dwell_s,support_dwell_s,tutorial_dwell_pct,n_tutorial_fixations,mean_tutorial_fixation_s,max_tutorial_fixation_s,tutorial_before_task_s,tutorial_after_task_s,n_consult_before,n_consult_after,n_rescue_saccades,gaze_transition_entropy_bits,transition_entropy_bits,mean_k_coefficient,confusion_time_s,confusion_pct,n_confusion_episodes,blink_count,plr_model,plr_baseline_mm,plr_k,plr_rmse_mm,plr_r2,plr_calibrated
60.3728,1260,120.0000,1,0.1046,2.8852,4.2491,29.0449,0.0000,0.0924,0.2229,31.0125,0.3692,0,0.0000,0.0000,0.0000,0.0000,0,0,0,1.7998,1.0824,0.5381,32.0386,53.0679,1,33,log,2.7320,0.1500,0.3949,-0.0450,False
