phase,duration_s,n_samples,mean_residual_pupil_mm,mean_gaze_entropy_bits,tutorial_dwell_s,support_dwell_s,n_rescue_saccades,confusion_time_s
Default,370.4013,8366,0.2285,4.0498,5.0883,359.5360,6,212.4492
