start_s,end_s,duration_s,activity,mean_gaze_entropy_bits,mean_transition_entropy_bits,mean_k_coefficient,mean_confusion_score,n_targets_scanned,targets
15.804349899291992,35.13570022583008,19.331350326538086,CortarCacau,4.945370197296143,1.2345916095134395,-0.12798497080802917,0.7194605469703674,6,Wall|Wood|Writebook_4|Writebook_5|Mixer|Checker
46.72146987915039,51.096641540527344,4.375171661376953,CortarCacau,4.077216625213623,1.2345916095134395,0.5242795348167419,0.5368794798851013,3,Wall|Paper_0|Checker
58.73775100708008,79.46527862548828,20.727527618408203,SecarSemente,4.715169906616211,1.2345916095134395,0.4567418098449707,0.6641818881034851,3,Checker|Wood|Wall
89.87198638916016,121.75589752197266,31.8839111328125,SecarSemente,4.250422954559326,1.2345916095134395,0.9952605962753296,0.5650820732116699,3,Checker|Wood|Wall
123.44840240478516,133.16290283203125,9.714500427246094,DescascarSemente,4.590359210968018,1.2345916095134395,-0.16502532362937927,0.6468498110771179,3,Checker|Wood|Wall
146.31480407714844,163.8695068359375,17.554702758789062,Moer,4.523375988006592,1.2345916095134395,-0.25254133343696594,0.6460332870483398,4,Checker|Wood|Wall|Writebook_6
179.75050354003906,189.62939453125,9.878890991210938,Moer,4.539957046508789,1.2345916095134395,0.8077848553657532,0.631336510181427,3,Wall|Wood|Checker
199.00950622558594,210.03829956054688,11.028793334960938,TorrarAmendoa,4.575414180755615,1.2345916095134395,-0.5903216600418091,0.663864254951477,5,Writebook_6|Mixer|Wall|Wood|Checker
250.28759765625,259.7331848144531,9.445587158203125,Formar,4.067561626434326,1.2345916095134395,0.18249382078647614,0.5247893333435059,3,Checker|Wall|Wood
261.78179931640625,287.48651123046875,25.7047119140625,Formar,4.30582332611084,1.2345916095134395,-0.0009373283246532083,0.5970532298088074,3,Checker|Wall|Wood
314.12200927734375,342.7889099121094,28.666900634765625,Formar,4.349142551422119,1.2345916095134395,0.6583796143531799,0.5985474586486816,5,Checker|Wall|Wood|Writebook_6|Mixer
361.3996887207031,376.01190185546875,14.612213134765625,Formar,4.234880447387695,1.2345916095134395,-0.1592053771018982,0.5839816927909851,3,Checker|Wall|Wood
