window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
15.8043,17.8043,CortarCacau,33,0.1775,3.0545,4.9229,6.5000,0.0000,0.2151,1.7687,1.0000,0
17.8043,19.8043,CortarCacau,28,-0.0169,2.8757,4.9229,6.5000,0.0000,1.6287,0.2781,1.0000,2
19.8043,21.8043,CortarCacau,32,-0.0258,2.8678,4.9229,7.2188,0.0000,0.6118,0.1332,1.0000,1
21.8043,23.8043,CortarCacau,34,0.1093,2.9848,4.8814,7.5441,0.0000,0.0000,1.9262,1.0000,0
23.8043,25.8043,CortarCacau,39,0.0691,2.9409,4.7212,6.6795,0.0000,0.0000,1.9499,1.0000,0
25.8043,27.8043,CortarCacau,42,0.1757,3.0597,4.7212,4.2381,0.0000,0.0000,1.8964,1.0000,0
27.8043,29.8043,CortarCacau,42,-0.2761,2.6052,4.8580,3.2857,0.0000,0.0000,1.9620,0.9762,0
29.8043,31.8043,CortarCacau,43,-0.0535,2.8531,5.2956,6.4535,0.0000,0.0000,1.9609,1.0000,0
31.8043,33.8043,CortarCacau,46,-0.0348,2.8440,5.2956,7.8804,0.0000,0.0000,1.9705,1.0000,0
33.8043,35.8043,CortarCacau,42,0.4018,3.2936,4.3436,9.7500,0.0000,0.0000,1.9175,0.6190,0
35.8043,37.8043,CortarCacau,39,0.4675,3.3706,3.3915,10.9487,0.0000,0.0000,1.9498,0.1795,0
37.8043,39.8043,CortarCacau,40,0.1464,3.0561,3.3915,12.6125,0.0000,0.0000,1.9629,0.2250,0
39.8043,41.8043,CortarCacau,40,-0.0266,2.8699,3.4384,12.9875,0.0000,0.0000,1.9626,0.0000,0
41.8043,43.8043,CortarCacau,40,-0.1777,2.7095,3.4853,11.3375,0.0000,0.0000,1.9601,0.0750,0
43.8043,45.8043,CortarCacau,41,-0.1119,2.7838,3.4853,9.7439,0.0000,0.0000,1.6690,0.1951,0
