session_duration_s,n_samples,sampling_rate_hz,n_activities,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,task_dwell_s,item_dwell_s,machine_dwell_s,tutorial_dwell_s,support_dwell_s,tutorial_dwell_pct,n_tutorial_fixations,mean_tutorial_fixation_s,max_tutorial_fixation_s,tutorial_before_task_s,tutorial_after_task_s,n_consult_before,n_consult_after,n_rescue_saccades,gaze_transition_entropy_bits,transition_entropy_bits,mean_k_coefficient,confusion_time_s,confusion_pct,n_confusion_episodes,blink_count,plr_model,plr_baseline_mm,plr_k,plr_rmse_mm,plr_r2,plr_calibrated
370.4013,8366,120.0000,7,0.2285,3.1270,4.0498,0.0000,0.0000,5.7771,5.0883,359.5360,1.3737,13,0.2199,0.5678,0.0000,2.1564,0,4,6,1.9568,1.2346,0.6322,212.4492,57.3565,12,187,log,2.8436,0.1500,0.5248,-0.2383,False
