phase,duration_s,n_samples,mean_residual_pupil_mm,mean_gaze_entropy_bits,tutorial_dwell_s,support_dwell_s,n_rescue_saccades,confusion_time_s
Default,230.5606,5050,0.0347,4.3917,0.0000,104.0451,0,167.0424
