model,baseline,k,epsilon,calibrated,w_fix,l_background,plr_lowpass_hz,rmse_mm,r2,n_samples
log,2.8096,0.1500,0.0100,False,0.7000,0.2500,2.0000,0.4835,-0.0344,8275
