session_duration_s,n_samples,sampling_rate_hz,n_activities,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,task_dwell_s,item_dwell_s,machine_dwell_s,tutorial_dwell_s,support_dwell_s,tutorial_dwell_pct,n_tutorial_fixations,mean_tutorial_fixation_s,max_tutorial_fixation_s,tutorial_before_task_s,tutorial_after_task_s,n_consult_before,n_consult_after,n_rescue_saccades,gaze_transition_entropy_bits,transition_entropy_bits,mean_k_coefficient,confusion_time_s,confusion_pct,n_confusion_episodes,blink_count,plr_model,plr_baseline_mm,plr_k,plr_rmse_mm,plr_r2,plr_calibrated
372.9841,8275,120.0000,7,0.0885,2.9528,2.7096,0.0000,14.2838,82.2982,173.9484,102.4537,46.6370,329,0.4209,2.6849,9.0850,5.9519,5,10,63,4.3161,2.1092,1.3055,44.0408,11.8077,6,60,log,2.8096,0.1500,0.4835,-0.0344,False
