start_s,end_s,duration_s,dispersion_deg,target,activity,saccade_amplitude_deg,mean_dir_x,mean_dir_y,mean_dir_z,k_coefficient
7.4732279777526855,7.5850830078125,0.11185503005981445,1.2260774172541713,Wall,CortarCacau,2.1097812900063673,0.32591145851272146,-0.17638149639838707,0.9286476267846228,-0.19430284551215526
7.637951850891113,7.871376037597656,0.23342418670654297,1.1281693245303779,Wall,CortarCacau,8.810911212956531,0.32235255492473813,-0.2124841448737235,0.922372151268827,-0.007295784874172581
7.981603145599365,8.171537399291992,0.18993425369262695,1.0971582536870685,Wall,CortarCacau,14.756684904020844,0.17453210401104025,-0.20376712866627494,0.9632450354818372,-0.6589076676940023
8.382898330688477,8.662129402160645,0.27923107147216797,1.141692992728982,Wall,CortarCacau,3.5347967323457965,-0.08198574399431846,-0.20948777791415357,0.974276241640219,0.6098985997297762
8.731057167053223,8.93980598449707,0.20874881744384766,1.4567845800884018,Wood,CortarCacau,10.142552016664055,-0.11477977343399556,-0.2593796239278523,0.9588014869276487,-0.23390507825787724
9.154178619384766,9.286439895629883,0.1322612762451172,1.4288467000070422,Checker,CortarCacau,27.459038761820548,-0.041883824253548106,-0.4127482413849612,0.9097085095599322,-1.8606564800950487
9.941530227661133,10.089400291442871,0.14787006378173828,0.93595859753633,Checker,CortarCacau,3.520706628517832,-0.02870332145562508,-0.7862418631587479,0.6171400217428031,-0.09865294416083231
10.165849685668945,10.388199806213379,0.2223501205444336,1.409915914151485,Checker,CortarCacau,3.9373920990833255,0.004697708228256104,-0.7536424086313589,0.6570849122834509,0.27444388360045324
10.455300331115723,10.67885971069336,0.22355937957763672,1.4739368665611587,Checker,CortarCacau,2.825302393531266,0.0018972886513718425,-0.7067591724378885,0.7072189318911505,0.3589152987396764
10.744449615478516,11.178059577941895,0.4336099624633789,1.2683620225892105,Checker,CortarCacau,2.303576250443868,0.008260862676860188,-0.6713715407664106,0.7409481795022952,1.530056255423192
11.256050109863281,12.070329666137695,0.8142795562744141,1.3580108530672037,Checker,CortarCacau,6.186862928314219,0.03161678984205254,-0.6464868380773998,0.7621902889388877,3.314065301001279
12.293899536132812,12.526650428771973,0.23275089263916016,1.4988285954334442,Checker,CortarCacau,1.2949326785930202,-0.044862137006624205,-0.7022221557896947,0.7103192982554958,0.5158171335867285
12.5941801071167,12.974559783935547,0.38037967681884766,0.9531705482159832,Checker,CortarCacau,5.69944668579593,-0.058176707297725234,-0.7146567496955143,0.6969488447888904,1.0045397751913123
13.05109977722168,13.430100440979004,0.3790006637573242,1.4078975942241976,Checker,CortarCacau,3.4453488907812075,0.00034398601213802015,-0.7696244489023615,0.6383065807431649,1.1550672557906139
13.506589889526367,13.953269958496094,0.44668006896972656,1.4879931204280095,Checker,CortarCacau,1.565467693629264,0.05963688482867419,-0.7744478149049262,0.6296411365905425,1.6523832788418513
14.029549598693848,14.24135971069336,0.21181011199951172,0.8922418474529569,Checker,CortarCacau,3.626488789076144,0.08433076839327361,-0.7803474160438072,0.6195532602734706,0.23930196600085787
14.320019721984863,14.531490325927734,0.2114706039428711,1.3595446228863688,Checker,CortarCacau,2.7062769801530204,0.1470592208881518,-0.7769241878484983,0.611968486482574,0.3019602371381051
14.6110200881958,14.943530082702637,0.33250999450683594,1.1132889450358605,Checker,CortarCacau,29.066127930995034,0.19192551090109888,-0.7786191790732594,0.5973289250356325,-0.8916555860049267
15.437230110168457,15.555870056152344,0.11863994598388672,1.4439415062052656,Wall,CortarCacau,9.454561937775928,0.5731232241294336,-0.4620203634756064,0.6765346813790615,-0.672405956056486
15.677749633789062,15.978469848632812,0.30072021484375,1.498168825036447,Wall,CortarCacau,3.0327739920328916,0.6978790804776341,-0.4272115785843858,0.5746348491172215,0.7611547400945393
16.035999298095703,16.157140731811523,0.12114143371582031,1.1138115118239331,Wall,CortarCacau,28.832771421982788,0.6662326502193293,-0.41955236890395126,0.6163519068315707,-2.016996329236495
16.57986068725586,16.84992027282715,0.27005958557128906,1.0508039025256846,Checker,CortarCacau,3.054891963891732,0.36123582802916426,-0.7926156620767978,0.4910670595740399,0.5939929741763835
16.902889251708984,17.016239166259766,0.11334991455078125,1.1734951613560254,Checker,CortarCacau,13.587933869142026,0.40302170359806117,-0.7627980518002988,0.5054356659846985,-0.9906629105484746
17.249759674072266,17.371959686279297,0.12220001220703125,1.4727511910554596,Wall,CortarCacau,2.491082259391587,0.5870985067663868,-0.6155591077110868,0.5253936536870975,-0.16514809998908253
17.438310623168945,17.560569763183594,0.12225914001464844,1.0745970624462033,Wall,CortarCacau,3.9812515304186706,0.6141908293713451,-0.5823070139964225,0.5324503317968139,-0.2692657156765014
17.626930236816406,18.164709091186523,0.5377788543701172,1.364185825897726,Wall,CortarCacau,14.394867256274539,0.6258127512516637,-0.5279080250653725,0.5740590080982523,1.2453128391496933
18.573469161987305,18.67382049560547,0.10035133361816406,1.0696383920730554,Wall,CortarCacau,3.87412684775331,0.6648295151938071,-0.6538194645431022,0.3609806710260159,-0.3800917657208115
18.718969345092773,19.01959991455078,0.3006305694580078,1.14861240112967,Wall,CortarCacau,4.896796848086039,0.6322499390561162,-0.7022942606638337,0.3269489559326246,0.630032387815116
19.13125991821289,19.234750747680664,0.10349082946777344,1.4001513603743152,Wall,CortarCacau,3.8328311978176486,0.6513771902917607,-0.6496983261615742,0.3914929862010703,-0.3602397934660033
19.27606964111328,19.47726058959961,0.20119094848632812,1.456051933778928,Wall,CortarCacau,45.17943661744318,0.6426488420687331,-0.6195250420802416,0.450531228848327,-2.7302527467775817
20.277910232543945,20.411409378051758,0.1334991455078125,0.9798963888016998,Checker,CortarCacau,3.2531246845877857,-0.07826043652985494,-0.7096380236650397,0.7001048123582454,-0.15752343712582528
20.46925926208496,20.84552001953125,0.37626075744628906,0.8172764807568101,Checker,CortarCacau,3.8618466966031586,-0.10265399694152873,-0.7430613839432645,0.6612419819328957,1.1110779839351057
20.892749786376953,21.03424072265625,0.14149093627929688,1.2519085751941927,Checker,CortarCacau,1.8364558650101288,-0.16914602876966717,-0.7399663390269342,0.650772725593685,-0.015070445308681957
21.082260131835938,21.27174949645996,0.18948936462402344,1.4765466407924095,Checker,CortarCacau,2.5895281439674265,-0.18636093252627123,-0.7551035207228012,0.628378923306246,0.1914120422961677
21.313739776611328,21.7808895111084,0.4671497344970703,1.4466116871234813,Checker,CortarCacau,2.9267856963885746,-0.15032241710106853,-0.7766040048510114,0.6116212290200889,1.6675424348187886
21.826290130615234,23.497709274291992,1.6714191436767578,1.3840715464244493,Checker,CortarCacau,1.4324996861555264,-0.19987696937722568,-0.7643209437600327,0.6129894285209392,8.27706087098791
23.776100158691406,23.913129806518555,0.13702964782714844,1.3070418302189775,Checker,CortarCacau,6.057442770140372,-0.19211197208765846,-0.7800973189423275,0.5952197181761916,-0.3349913975212234
24.09865951538086,24.46925926208496,0.37059974670410156,1.4079497165566337,Checker,CortarCacau,2.9316395638634525,-0.21502571365159845,-0.7097819785756276,0.6706865433915291,1.1456929721233426
24.513490676879883,24.890209197998047,0.37671852111816406,1.3681293902136262,Checker,CortarCacau,2.6367633716619157,-0.24365357954247052,-0.6755796602284596,0.6957402822478057,1.1994092818870536
24.94576072692871,25.17951011657715,0.2337493896484375,1.1581662749952262,Checker,CortarCacau,3.7296916429685125,-0.2304811679219075,-0.7087340461726307,0.6666806546527532,0.3505728635942039
25.23628044128418,25.425119400024414,0.18883895874023438,1.3225253662510652,Checker,CortarCacau,1.0633167418462768,-0.19694077968527873,-0.7508940198324001,0.6301741213037717,0.294861878924168
25.4710693359375,25.606220245361328,0.13515090942382812,0.7193167169935627,Checker,CortarCacau,2.5055999972954304,-0.1898574001114972,-0.7629185582138434,0.6179431648529023,-0.09621202386386818
25.702850341796875,25.937419891357422,0.23456954956054688,0.7454696154602396,Checker,CortarCacau,24.438284329264253,-0.19071753597364302,-0.7895366547565721,0.5832629602240801,-1.0963376542312349
26.115100860595703,26.527790069580078,0.412689208984375,1.3390352143793576,Checker,CortarCacau,8.814175317132735,0.21659690964400605,-0.8477893564212657,0.48392815404491085,0.9607653066170984
26.850889205932617,27.02923011779785,0.17834091186523438,0.7763860098897076,Checker,CortarCacau,4.200299025084911,0.29273487796902353,-0.758041397392478,0.5827433916162029,0.018305075035665086
27.076379776000977,27.261709213256836,0.18532943725585938,1.4382172725938773,Checker,CortarCacau,25.019574104745264,0.36177522677754476,-0.7357978845756028,0.5722730035195907,-1.4030444289043689
27.396350860595703,27.54071044921875,0.14435958862304688,1.2542536169085987,Wood,CortarCacau,3.8059348829426236,0.5500283825049341,-0.8131073698726351,0.18989690339296028,-0.13760450753213582
27.673969268798828,27.84153938293457,0.1675701141357422,1.344299177493507,Wood,CortarCacau,20.138177933160936,0.5965521755436786,-0.7883804800322728,0.1494764554351956,-1.156862741268196
28.28683090209961,28.421430587768555,0.1345996856689453,1.3538585413076776,Wall,CortarCacau,1.9519495280140224,0.8327830355730073,-0.5307304565097651,0.15675534622831863,-0.06038740012078925
28.46449089050293,28.645479202270508,0.18098831176757812,1.103824619464569,Wall,CortarCacau,11.957635965346945,0.8392237698570758,-0.5114872283210994,0.1841138785330035,-0.5110601800317335
