model,baseline,k,epsilon,calibrated,w_fix,l_background,plr_lowpass_hz,rmse_mm,r2,n_samples
log,3.2008,0.1500,0.0100,False,0.7000,0.2500,2.0000,0.5415,-0.5117,9606
