window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
169.4007,171.4007,DescascarSemente,47,0.1932,3.4272,4.4352,2.5532,0.1223,0.0000,1.8377,0.1489,0
171.4007,173.4007,DescascarSemente,46,0.1852,3.4569,4.9316,2.6739,1.9710,0.0000,0.0000,1.0000,0
173.4007,175.4007,DescascarSemente,45,-0.1791,3.0727,4.9316,3.5222,0.9914,0.0000,0.9474,1.0000,0
175.4007,177.4007,DescascarSemente,47,-0.2231,3.0064,4.6072,4.1915,0.0000,0.0000,1.9499,1.0000,0
177.4007,179.4007,DescascarSemente,43,0.0890,3.3323,4.2387,4.7674,0.5807,0.0000,1.4010,1.0000,0
179.4007,181.4007,DescascarSemente,44,-0.0350,3.2308,4.2387,5.2273,1.7287,0.0000,0.2084,1.0000,0
181.4007,183.4007,DescascarSemente,47,-0.8706,2.4018,4.1023,5.9681,1.9381,0.0000,0.0447,1.0000,0
183.4007,185.4007,DescascarSemente,47,-0.7832,2.4890,4.0607,5.1064,1.8933,0.0000,0.0455,1.0000,0
185.4007,187.4007,DescascarSemente,47,-0.9413,2.3313,4.1601,8.7021,1.9860,0.0000,0.0000,1.0000,0
187.4007,189.4007,DescascarSemente,47,-1.0762,2.1960,4.5278,8.5532,1.9492,0.0000,0.0000,1.0000,0
189.4007,191.4007,DescascarSemente,46,-0.8247,2.4353,4.5278,7.6413,1.3923,0.0000,0.5451,1.0000,0
191.4007,193.4007,DescascarSemente,48,-0.3947,2.8749,4.3434,7.3542,1.7930,0.0000,0.1667,1.0000,0
193.4007,195.4007,DescascarSemente,47,-0.2459,3.0270,4.2423,7.0957,1.9714,0.0000,0.0000,1.0000,0
195.4007,197.4007,DescascarSemente,46,-0.4503,2.7959,4.2585,2.8804,0.6422,0.0000,1.3145,0.5870,0
197.4007,199.4007,Moer,46,-0.3884,2.8839,4.4290,3.4891,1.9605,0.0000,0.0000,0.5870,0
199.4007,201.4007,Moer,46,-0.3214,2.9374,4.4290,6.2609,1.2915,0.0000,0.6722,1.0000,0
