session_duration_s,n_samples,sampling_rate_hz,n_activities,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,task_dwell_s,item_dwell_s,machine_dwell_s,tutorial_dwell_s,support_dwell_s,tutorial_dwell_pct,n_rescue_saccades,gaze_transition_entropy_bits,transition_entropy_bits,mean_k_coefficient,confusion_time_s,confusion_pct,n_confusion_episodes,blink_count,plr_model,plr_baseline_mm,plr_k,plr_rmse_mm,plr_r2,plr_calibrated
435.0434,9606,120.0000,7,-0.3139,2.9412,4.3081,244.3659,0.0000,0.0000,19.6623,171.0152,4.5196,1,1.8155,1.1436,0.6599,285.0886,65.5311,13,81,log,3.2008,0.1500,0.5415,-0.5117,False
