SessionTime,Phase,Activity,Target,TargetInstanceId,AOI,TargetCategory,HitX,HitY,HitZ,HitNormalX,HitNormalY,HitNormalZ,Distance,OriginX,OriginY,OriginZ,DirX,DirY,DirZ,LeftOpenness,RightOpenness,IsBlink,LeftPupil,RightPupil,AvgPupil,LeftPupilValid,RightPupilValid,LeftGazeValid,RightGazeValid,IsTracking,TargetChanged,DwellTime
19.47906,Default,CortarCacau,Wall,23926,Barrier,support,-0.665388,1.321419,0.7732584,1,0,0,1.682986,0.09070618,1.650919,-0.693777,-0.4492575,-0.1957834,0.871686,0.9999999,0.9999999,0,2.706479,2.830272,2.768376,1,1,1,1,1,0,0.1438503
19.54606,Default,CortarCacau,Writebook_5,-826,Default,tutorial,-1.304877,1.403274,1.472157,0.7069033,-0.7069032,0.02399607,2.508071,0.09084811,1.65072,-0.693592,-0.4578456,-0.1973079,0.8668604,0.9999999,0.9999999,0,2.704102,2.788096,2.746099,1,1,1,1,1,1,0
19.6239,Default,CortarCacau,Writebook_5,-826,Default,tutorial,-1.2579,1.450251,1.297508,0.7071068,-0.7071068,-8.940697E-08,2.31922,0.08976502,1.651237,-0.6942911,-0.4743739,-0.1933722,0.8588228,0.9999999,0.9999999,0,2.685266,2.787104,2.736185,1,1,1,1,1,0,0.0778389
19.68899,Default,CortarCacau,Writebook_5,-826,Default,tutorial,-1.183304,1.524847,1.033909,0.7071068,-0.7071068,-8.940697E-08,2.044142,0.08698876,1.652335,-0.6957668,-0.5003593,-0.183439,0.8461624,0.9999999,0.9999999,0,2.632452,2.754187,2.69332,1,1,1,1,1,0,0.1429214
19.7572,Default,CortarCacau,Writebook_5,-826,Default,tutorial,-1.085479,1.622673,0.8922272,0.6793184,-0.5189489,-0.5188628,1.701899,0.08293897,1.653149,-0.6983992,-0.5468339,-0.1246305,0.8279129,0.9999999,0.9999999,0,3.339601,2.856958,3.09828,1,1,1,1,1,0,0.2111397
19.83394,Default,CortarCacau,Writebook_5,-826,Default,tutorial,-1.152938,1.59623,0.8922272,-8.940697E-08,0,-1,2.015054,0.07646173,1.653909,-0.7032947,-0.6101079,-0.02862436,0.7918011,0.4096,0.3314983,0,2.830327,2.856958,2.843643,1,1,1,1,1,0,0.2878723
19.90194,Default,CortarCacau,Writebook_5,-826,Default,tutorial,-1.444459,1.538662,0.8922272,-8.940697E-08,0,-1,2.207112,0.07012369,1.654151,-0.709036,-0.6862283,-0.05232593,0.7255017,0.8452302,0.6861346,0,2.830327,2.856958,2.843643,1,1,1,1,1,0,0.355875
19.97797,Default,CortarCacau,Writebook_5,-826,Default,tutorial,-1.589524,1.527346,0.8922272,-8.940697E-08,0,-1,2.30905,0.06129675,1.653765,-0.7172825,-0.714935,-0.05474908,0.6970441,0.9792272,0.9578737,0,2.830327,2.856958,2.843643,1,1,1,1,1,0,0.4319057
20.04766,Default,CortarCacau,Writebook_5,-826,Default,tutorial,-1.924886,1.456516,0.8922272,-8.940697E-08,0,-1,2.356606,0.05062232,1.651035,-0.7278593,-0.8382855,-0.0825422,0.5389473,0.9965149,0.9929324,0,2.830327,2.856958,2.843643,1,1,1,1,1,0,0.5015926
20.11251,Default,CortarCacau,Wall,23926,Barrier,support,-0.665388,1.571815,-0.3527386,1,0,0,0.8090968,0.04251683,1.648856,-0.736891,-0.8749322,-0.09521792,0.4747917,0.9992691,0.9985179,0,2.830327,2.856958,2.843643,1,1,1,1,1,1,0
